,profile_id,ai_infor_users_id,connection_id,ai_infor_roles_id,role_id,role_name,ai_infor_user_assignments_id,status_code,identity2,created_on_ts,created_by,manager_profileid,profile_status,profile_language,profile_timezone,profile_locale,variation_id,is_bootstrap_user
0,1.0,1.0,1.0,26.0,AttributeServiceCaller,AttributeServiceCaller,1.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
1,1.0,1.0,1.0,24.0,DataAdministrator,DataAdministrator,2.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
2,1.0,1.0,1.0,21.0,IFS-AuditAdministrator,IFS-AuditAdministrator,3.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
3,1.0,1.0,1.0,20.0,IFS-AuditReportUser,IFS-AuditReportUser,4.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
4,1.0,1.0,1.0,30.0,IFS-ExternalEntityAdmin,IFS-ExternalEntityAdmin,5.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
5,1.0,1.0,1.0,23.0,IFS-MonitorAdministrator,IFS-MonitorAdministrator,6.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
6,1.0,1.0,1.0,22.0,IFS-MonitorReportUser,IFS-MonitorReportUser,7.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
7,1.0,1.0,1.0,29.0,IFS-PasswordAdmin,IFS-PasswordAdmin,8.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
8,1.0,1.0,1.0,28.0,IFS-ReadOnlyUser,IFS-ReadOnlyUser,9.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
9,1.0,1.0,1.0,33.0,IFSApplicationAdmin,IFSApplicationAdmin,10.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
10,1.0,1.0,1.0,2.0,Infor-SuiteUser,Infor-SuiteUser,11.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
11,1.0,1.0,1.0,27.0,Infor-SystemAdministrator,Infor-SystemAdministrator,12.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
12,1.0,1.0,1.0,25.0,UserAdmin,UserAdmin,13.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
13,1.0,1.0,1.0,32.0,IFSAdminContact,IFSAdminContact,172.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
14,1.0,1.0,1.0,4.0,MingleAdministrator,MingleAdministrator,176.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
15,1.0,1.0,1.0,5.0,MingleDataAdministrator,MingleDataAdministrator,177.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
16,1.0,1.0,1.0,7.0,PORTAL-ContentAdministrator,PORTAL-ContentAdministrator,178.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
17,1.0,26.0,5.0,51.0,DATALAKE-Administrator,DATALAKE-Administrator,180.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
18,1.0,26.0,5.0,49.0,DATALAKE-DataAdministrator,DATALAKE-DataAdministrator,181.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
19,1.0,26.0,5.0,50.0,DATALAKE-SystemAdministrator,DATALAKE-SystemAdministrator,182.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
20,1.0,26.0,5.0,45.0,IONContentProvider,IONContentProvider,183.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
21,1.0,26.0,5.0,44.0,IONDeskAdmin,IONDeskAdmin,184.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
22,1.0,26.0,5.0,46.0,IONDeskOAuthGenerator,IONDeskOAuthGenerator,185.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
23,1.0,26.0,5.0,43.0,IONDeskSecurityAdmin,IONDeskSecurityAdmin,186.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
24,1.0,26.0,5.0,47.0,Mingle-LocatorView,Mingle-LocatorView,187.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
25,1.0,27.0,4.0,42.0,GDPR-App-Administrator,GDPR-App-Administrator,188.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
26,1.0,28.0,8.0,61.0,GRID-Administrator,GRID-Administrator,189.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
27,1.0,28.0,8.0,59.0,GRID-SystemAdministrator,GRID-SystemAdministrator,190.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
28,1.0,28.0,8.0,60.0,GRID-Viewer,GRID-Viewer,191.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
29,1.0,28.0,8.0,64.0,IDM-Administrator,IDM-Administrator,192.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
30,1.0,28.0,8.0,65.0,IDM-SuperUser,IDM-SuperUser,193.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
31,1.0,29.0,6.0,56.0,GRID-Administrator,GRID-Administrator,194.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
32,1.0,29.0,6.0,54.0,GRID-SystemAdministrator,GRID-SystemAdministrator,195.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
33,1.0,29.0,6.0,55.0,GRID-Viewer,GRID-Viewer,196.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
34,1.0,30.0,2.0,34.0,HOMEPAGES-Administrator,HOMEPAGES-Administrator,197.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
35,1.0,30.0,2.0,35.0,HOMEPAGES-ContentAdministrator,HOMEPAGES-ContentAdministrator,198.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
36,1.0,30.0,2.0,37.0,HOMEPAGES-ContentSupport,HOMEPAGES-ContentSupport,199.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
37,1.0,30.0,2.0,36.0,HOMEPAGES-User,HOMEPAGES-User,200.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
38,1.0,31.0,9.0,135.0,IGRC-Administrator,IGRC-Administrator,201.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
39,1.0,31.0,9.0,143.0,IGRC-Certification Administrator,IGRC-Certification Administrator,202.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
40,1.0,32.0,3.0,40.0,IONAPI-Administrator,IONAPI-Administrator,203.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
41,1.0,31.0,9.0,141.0,IGRC-Approval Process Manager,IGRC-Approval Process Manager,243.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
42,1.0,31.0,9.0,136.0,IGRC-Auditor,IGRC-Auditor,244.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
43,1.0,31.0,9.0,138.0,IGRC-Business Process Owner,IGRC-Business Process Owner,245.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
44,1.0,31.0,9.0,145.0,IGRC-Certification Auditor,IGRC-Certification Auditor,247.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
45,1.0,31.0,9.0,144.0,IGRC-Certification Process Owner,IGRC-Certification Process Owner,248.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
46,1.0,31.0,9.0,140.0,IGRC-Data Protection Officer,IGRC-Data Protection Officer,249.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
47,1.0,31.0,9.0,147.0,IGRC-Emergency Access,IGRC-Emergency Access,250.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
48,1.0,31.0,9.0,137.0,IGRC-General User,IGRC-General User,251.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
49,1.0,31.0,9.0,142.0,IGRC-Provision Approver,IGRC-Provision Approver,252.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
50,1.0,31.0,9.0,146.0,IGRC-Reviewers,IGRC-Reviewers,253.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
51,1.0,31.0,9.0,7266.0,copyAdmin,copyAdmin,976.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
52,1.0,28.0,8.0,63.0,IDM-AdvancedUser,IDM-AdvancedUser,1879.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
53,1.0,28.0,8.0,62.0,IDM-User,IDM-User,1881.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
54,1.0,31.0,9.0,139.0,IGRC-System Manager,IGRC-System Manager,3697.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
55,1.0,26.0,5.0,48.0,DATALAKE-User,DATALAKE-User,3715.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
56,1.0,28.0,8.0,66.0,IDM-RelatedInformationUser,IDM-RelatedInformationUser,3719.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
57,1.0,28.0,8.0,67.0,IDM-SignatureUser,IDM-SignatureUser,3720.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
58,1.0,1.0,1.0,1.0,MingleEnterprise,MingleEnterprise,3744.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
59,1.0,1.0,1.0,3.0,MingleIONEnabled,MingleIONEnabled,3745.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
60,1.0,32.0,3.0,41.0,IONAPI-Developer,IONAPI-Developer,3769.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
61,1.0,32.0,3.0,38.0,IONAPI-Tracing,IONAPI-Tracing,3770.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
62,1.0,32.0,3.0,39.0,IONAPI-User,IONAPI-User,3771.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
63,1.0,1508.0,7.0,57.0,MingleIONEnabled,MingleIONEnabled,3772.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
64,1.0,31.0,9.0,1145.0,Administrator with Data,Administrator with Data,6283.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
65,1.0,31.0,9.0,7889.0,All Menus with Admin Level Data,All Menus with Admin Level Data,6284.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
66,1.0,31.0,9.0,7888.0,All Menus withot Admin Data,All Menus withot Admin Data,6285.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
67,1.0,31.0,9.0,9763.0,Custom Admin for ZAP,Custom Admin for ZAP,6287.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
68,1.0,30149.0,55.0,19160.0,AE-Administrator,AE-Administrator,6298.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
69,1.0,30149.0,55.0,19079.0,AE-AMDAdmin,AE-AMDAdmin,6299.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
70,1.0,30149.0,55.0,19172.0,AE-CSAdmin,AE-CSAdmin,6300.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
71,1.0,30149.0,55.0,19089.0,AE-EXMAdmin,AE-EXMAdmin,6301.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
72,1.0,30149.0,55.0,19090.0,AE-EXMComplianceAdmin,AE-EXMComplianceAdmin,6302.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
73,1.0,30149.0,55.0,19105.0,AE-EXMShippingAdmin,AE-EXMShippingAdmin,6303.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
74,1.0,30149.0,55.0,19111.0,AE-PrintingAdmin,AE-PrintingAdmin,6304.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
75,1.0,30149.0,55.0,19114.0,AE-SRMAdmin,AE-SRMAdmin,6305.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
76,1.0,30149.0,55.0,19138.0,AE-TFSAdmin,AE-TFSAdmin,6306.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
77,1.0,1508.0,7.0,12389.0,INBOX-Admin,INBOX-Admin,6330.0,Enabled,166a5e3b-83dd-4bd4-b231-63edb4f1a9ac,2023-01-24T07:23:01.253+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637999485910578975,1
78,2.0,2.0,1.0,26.0,AttributeServiceCaller,AttributeServiceCaller,14.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
79,2.0,2.0,1.0,24.0,DataAdministrator,DataAdministrator,16.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
80,2.0,2.0,1.0,21.0,IFS-AuditAdministrator,IFS-AuditAdministrator,19.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
81,2.0,2.0,1.0,20.0,IFS-AuditReportUser,IFS-AuditReportUser,21.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
82,2.0,2.0,1.0,30.0,IFS-ExternalEntityAdmin,IFS-ExternalEntityAdmin,23.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
83,2.0,2.0,1.0,23.0,IFS-MonitorAdministrator,IFS-MonitorAdministrator,26.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
84,2.0,2.0,1.0,22.0,IFS-MonitorReportUser,IFS-MonitorReportUser,28.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
85,2.0,2.0,1.0,29.0,IFS-PasswordAdmin,IFS-PasswordAdmin,30.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
86,2.0,2.0,1.0,28.0,IFS-ReadOnlyUser,IFS-ReadOnlyUser,32.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
87,2.0,2.0,1.0,33.0,IFSApplicationAdmin,IFSApplicationAdmin,35.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
88,2.0,2.0,1.0,2.0,Infor-SuiteUser,Infor-SuiteUser,36.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
89,2.0,2.0,1.0,27.0,Infor-SystemAdministrator,Infor-SystemAdministrator,37.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
90,2.0,2.0,1.0,25.0,UserAdmin,UserAdmin,39.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
91,2.0,2489.0,5.0,51.0,DATALAKE-Administrator,DATALAKE-Administrator,5810.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
92,2.0,2489.0,5.0,45.0,IONContentProvider,IONContentProvider,5811.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
93,2.0,2489.0,5.0,44.0,IONDeskAdmin,IONDeskAdmin,5812.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
94,2.0,2489.0,5.0,46.0,IONDeskOAuthGenerator,IONDeskOAuthGenerator,5813.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
95,2.0,2489.0,5.0,43.0,IONDeskSecurityAdmin,IONDeskSecurityAdmin,5814.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
96,2.0,2489.0,5.0,47.0,Mingle-LocatorView,Mingle-LocatorView,5815.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
97,2.0,2490.0,2.0,34.0,HOMEPAGES-Administrator,HOMEPAGES-Administrator,5816.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
98,2.0,2490.0,2.0,35.0,HOMEPAGES-ContentAdministrator,HOMEPAGES-ContentAdministrator,5817.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
99,2.0,2490.0,2.0,37.0,HOMEPAGES-ContentSupport,HOMEPAGES-ContentSupport,5818.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
100,2.0,2490.0,2.0,36.0,HOMEPAGES-User,HOMEPAGES-User,5819.0,Enabled,397b39aa-8cf5-4f50-94c6-8b83ab89e452,2023-01-24T07:23:01.256+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637988142561214283,1
101,5.0,3.0,1.0,26.0,AttributeServiceCaller,AttributeServiceCaller,15.0,Enabled,adc6ac0f-08a5-464f-bff4-5de75fb33150,2023-01-24T07:23:01.262+0000,,0.0,Enabled,en-US,Eastern Standard Time,en-US,637970254385357037,1
