ai_infor_users_id,ai_infor_accounting_entity_id,ai_infor_users_accounting_entity_mapping_id,is_active,lid,ae_app_type,ai_infor_maps_id
31882,14,8982,f,lid://infor.ln.ln_ba,,4441
31882,16,8983,f,lid://infor.ln.ln_ba,,4441
32019,44,10013,f,lid://infor.ln.ln_ba,,5025
32019,45,10014,f,lid://infor.ln.ln_ba,,5025
32019,46,10015,f,lid://infor.ln.ln_ba,,5025
32019,47,10016,f,lid://infor.ln.ln_ba,,5025
32019,48,10017,f,lid://infor.ln.ln_ba,,5025
32019,49,10018,f,lid://infor.ln.ln_ba,,5025
32019,50,10019,f,lid://infor.ln.ln_ba,,5025
32019,51,10020,f,lid://infor.ln.ln_ba,,5025
32019,52,10021,f,lid://infor.ln.ln_ba,,5025
32019,53,10022,f,lid://infor.ln.ln_ba,,5025
32019,54,10023,f,lid://infor.ln.ln_ba,,5025
32019,55,10024,f,lid://infor.ln.ln_ba,,5025
32019,56,10025,f,lid://infor.ln.ln_ba,,5025
32019,57,10026,f,lid://infor.ln.ln_ba,,5025
32019,17,10027,f,lid://infor.ln.ln_ba,,1597
32019,21,10028,f,lid://infor.ln.ln_ba,,2300
32019,28,10029,f,lid://infor.ln.ln_ba,,2300
32019,45,10030,f,lid://infor.ln.ln_ba,,2300
32019,46,10031,f,lid://infor.ln.ln_ba,,2300
32019,47,10032,f,lid://infor.ln.ln_ba,,2300
32019,48,10033,f,lid://infor.ln.ln_ba,,2300
31882,15,8984,f,lid://infor.ln.ln_ba,,4441
31882,18,8985,f,lid://infor.ln.ln_ba,,4441
31882,58,8986,f,lid://infor.ln.ln_ba,,4441
31882,13,8987,f,lid://infor.ln.ln_ba,,1768
31882,14,8988,f,lid://infor.ln.ln_ba,,1768
31882,19,8989,f,lid://infor.ln.ln_ba,,1768
31882,20,8990,f,lid://infor.ln.ln_ba,,1768
31882,21,8991,f,lid://infor.ln.ln_ba,,1768
31882,22,8992,f,lid://infor.ln.ln_ba,,1768
31882,23,8993,f,lid://infor.ln.ln_ba,,1768
31882,24,8994,f,lid://infor.ln.ln_ba,,1768
31882,25,8995,f,lid://infor.ln.ln_ba,,1768
31882,26,8996,f,lid://infor.ln.ln_ba,,1768
30997,23,10720,f,lid://infor.ln.ln_ba,,3128
30997,24,10721,f,lid://infor.ln.ln_ba,,3128
30997,25,10722,f,lid://infor.ln.ln_ba,,3128
30997,26,10723,f,lid://infor.ln.ln_ba,,3128
30997,27,10724,f,lid://infor.ln.ln_ba,,3128
30997,28,10725,f,lid://infor.ln.ln_ba,,3128
30997,29,10726,f,lid://infor.ln.ln_ba,,3128
30997,30,10727,f,lid://infor.ln.ln_ba,,3128
30997,31,10728,f,lid://infor.ln.ln_ba,,3128
30997,17,10729,f,lid://infor.ln.ln_ba,,3128
30997,32,10730,f,lid://infor.ln.ln_ba,,3128
31882,28,8821,f,lid://infor.ln.ln_ba,,5100
31882,29,8822,f,lid://infor.ln.ln_ba,,5100
31882,30,8823,f,lid://infor.ln.ln_ba,,5100
31882,31,8824,f,lid://infor.ln.ln_ba,,5100
31882,17,8825,f,lid://infor.ln.ln_ba,,5100
31882,38,9150,f,lid://infor.ln.ln_ba,,4441
31882,39,9151,f,lid://infor.ln.ln_ba,,4441
31882,40,9152,f,lid://infor.ln.ln_ba,,4441
30997,83,10739,f,lid://infor.ln.ln_ba,,3128
31882,41,9153,f,lid://infor.ln.ln_ba,,4441
31882,42,9154,f,lid://infor.ln.ln_ba,,4441
30997,85,10740,f,lid://infor.ln.ln_ba,,3128
30997,87,10741,f,lid://infor.ln.ln_ba,,3128
30997,89,10742,f,lid://infor.ln.ln_ba,,3128
30997,91,10743,f,lid://infor.ln.ln_ba,,3128
30997,99,10747,f,lid://infor.ln.ln_ba,,3128
30997,107,10748,f,lid://infor.ln.ln_ba,,3128
32094,17,10406,f,lid://infor.ln.ln_ba,,1218
32094,17,10407,f,lid://infor.ln.ln_ba,,2044
32094,17,10408,f,lid://infor.ln.ln_ba,,1801
32094,13,10409,f,lid://infor.ln.ln_ba,,4064
32094,17,10410,f,lid://infor.ln.ln_ba,,1267
32094,17,10411,f,lid://infor.ln.ln_ba,,1224
32094,17,10412,f,lid://infor.ln.ln_ba,,2039
32094,17,10413,f,lid://infor.ln.ln_ba,,1597
30997,101,10749,f,lid://infor.ln.ln_ba,,3128
30997,103,10750,f,lid://infor.ln.ln_ba,,3128
31882,43,9155,f,lid://infor.ln.ln_ba,,4441
31882,16,9156,f,lid://infor.ln.ln_ba,,2309
31882,27,8997,f,lid://infor.ln.ln_ba,,1768
31882,28,8998,f,lid://infor.ln.ln_ba,,1768
31882,29,8999,f,lid://infor.ln.ln_ba,,1768
31882,30,9000,f,lid://infor.ln.ln_ba,,1768
31882,31,9001,f,lid://infor.ln.ln_ba,,1768
30997,93,10744,f,lid://infor.ln.ln_ba,,3128
30997,95,10745,f,lid://infor.ln.ln_ba,,3128
30997,97,10746,f,lid://infor.ln.ln_ba,,3128
30997,105,10751,f,lid://infor.ln.ln_ba,,3128
30997,36,10752,f,lid://infor.ln.ln_ba,,3128
30997,37,10753,f,lid://infor.ln.ln_ba,,3128
30997,38,10754,f,lid://infor.ln.ln_ba,,3128
30997,39,10755,f,lid://infor.ln.ln_ba,,3128
31882,17,9002,f,lid://infor.ln.ln_ba,,1768
30997,40,10756,f,lid://infor.ln.ln_ba,,3128
30997,41,10757,f,lid://infor.ln.ln_ba,,3128
30997,42,10758,f,lid://infor.ln.ln_ba,,3128
31806,109,1951,f,lid://infor.ln.ln_sd1,,17727
1833,109,11260,t,lid://infor.ln.ln_sd1,,17799
31806,109,1952,f,lid://infor.ln.ln_sd1,,17937
1873,109,11294,t,lid://infor.ln.ln_sd1,,18024
31882,32,9003,f,lid://infor.ln.ln_ba,,1768
1897,109,11301,t,lid://infor.ln.ln_sd1,,17799
31882,33,9004,f,lid://infor.ln.ln_ba,,1768
1900,109,11307,t,lid://infor.ln.ln_sd1,,17727
1993,109,11445,t,lid://infor.ln.ln_sd1,,17727
1993,109,11446,t,lid://infor.ln.ln_sd1,,17937
1903,109,11311,t,lid://infor.ln.ln_sd1,,17783
1903,109,11312,t,lid://infor.ln.ln_sd1,,17727
31882,34,9005,f,lid://infor.ln.ln_ba,,1768
31882,35,9006,f,lid://infor.ln.ln_ba,,1768
1937,109,11449,t,lid://infor.ln.ln_sd1,,17937
1937,109,11450,t,lid://infor.ln.ln_sd1,,17727
31882,36,9007,f,lid://infor.ln.ln_ba,,1768
31882,37,9008,f,lid://infor.ln.ln_ba,,1768
31882,38,9009,f,lid://infor.ln.ln_ba,,1768
31882,39,9010,f,lid://infor.ln.ln_ba,,1768
31882,40,9011,f,lid://infor.ln.ln_ba,,1768
31882,41,9012,f,lid://infor.ln.ln_ba,,1768
31882,42,9013,f,lid://infor.ln.ln_ba,,1768
31882,43,9014,f,lid://infor.ln.ln_ba,,1768
31882,44,9015,f,lid://infor.ln.ln_ba,,1768
31882,45,9016,f,lid://infor.ln.ln_ba,,1768
31882,32,9062,f,lid://infor.ln.ln_ba,,3128
30997,43,10759,f,lid://infor.ln.ln_ba,,3128
30997,44,10760,f,lid://infor.ln.ln_ba,,3128
30997,45,10761,f,lid://infor.ln.ln_ba,,3128
30997,46,10762,f,lid://infor.ln.ln_ba,,3128
30997,47,10763,f,lid://infor.ln.ln_ba,,3128
30997,48,10764,f,lid://infor.ln.ln_ba,,3128
30997,49,10765,f,lid://infor.ln.ln_ba,,3128
30997,50,10766,f,lid://infor.ln.ln_ba,,3128
30997,51,10767,f,lid://infor.ln.ln_ba,,3128
31882,48,8759,f,lid://infor.ln.ln_ba,,1639
31882,49,8760,f,lid://infor.ln.ln_ba,,1639
31882,15,9157,f,lid://infor.ln.ln_ba,,2309
31882,18,9158,f,lid://infor.ln.ln_ba,,2309
31882,58,9159,f,lid://infor.ln.ln_ba,,2309
31882,59,9160,f,lid://infor.ln.ln_ba,,2309
31882,60,9161,f,lid://infor.ln.ln_ba,,2309
31882,62,9162,f,lid://infor.ln.ln_ba,,2309
31882,64,9163,f,lid://infor.ln.ln_ba,,2309
31882,66,9164,f,lid://infor.ln.ln_ba,,2309
31882,68,9165,f,lid://infor.ln.ln_ba,,2309
31882,50,8761,f,lid://infor.ln.ln_ba,,1639
31882,51,8762,f,lid://infor.ln.ln_ba,,1639
31882,52,8763,f,lid://infor.ln.ln_ba,,1639
31882,53,8764,f,lid://infor.ln.ln_ba,,1639
31882,54,8765,f,lid://infor.ln.ln_ba,,1639
31882,55,8766,f,lid://infor.ln.ln_ba,,1639
31882,56,8767,f,lid://infor.ln.ln_ba,,1639
31882,57,8768,f,lid://infor.ln.ln_ba,,1639
31882,70,9166,f,lid://infor.ln.ln_ba,,2309
31882,72,9167,f,lid://infor.ln.ln_ba,,2309
31882,44,9168,f,lid://infor.ln.ln_ba,,4441
31882,58,8666,f,lid://infor.ln.ln_ba,,1639
31882,59,8667,f,lid://infor.ln.ln_ba,,1639
31882,60,8668,f,lid://infor.ln.ln_ba,,1639
31882,62,8669,f,lid://infor.ln.ln_ba,,1639
31882,64,8670,f,lid://infor.ln.ln_ba,,1639
31882,66,8671,f,lid://infor.ln.ln_ba,,1639
31882,68,8672,f,lid://infor.ln.ln_ba,,1639
31882,70,8673,f,lid://infor.ln.ln_ba,,1639
1919,109,11448,t,lid://infor.ln.ln_sd1,,17937
31882,33,9063,f,lid://infor.ln.ln_ba,,3128
1829,109,11261,t,lid://infor.ln.ln_sd1,,17937
1829,109,11262,t,lid://infor.ln.ln_sd1,,17727
31882,34,9064,f,lid://infor.ln.ln_ba,,3128
1853,109,11266,t,lid://infor.ln.ln_sd1,,18090
1990,109,11451,t,lid://infor.ln.ln_sd1,,17937
1913,109,11313,t,lid://infor.ln.ln_sd1,,18089
31882,35,9065,f,lid://infor.ln.ln_ba,,3128
31882,74,9066,f,lid://infor.ln.ln_ba,,3128
31882,75,9067,f,lid://infor.ln.ln_ba,,3128
31882,77,9068,f,lid://infor.ln.ln_ba,,3128
1987,109,11420,t,lid://infor.ln.ln_sd1,,17709
1987,109,11421,t,lid://infor.ln.ln_sd1,,17661
1987,109,11422,t,lid://infor.ln.ln_sd1,,17717
1987,109,11424,t,lid://infor.ln.ln_sd1,,17331
1987,109,11425,t,lid://infor.ln.ln_sd1,,17673
1990,109,11452,t,lid://infor.ln.ln_sd1,,17727
32108,17,10162,t,lid://infor.ln.ln_ba,,1218
32108,17,10163,t,lid://infor.ln.ln_ba,,2044
32108,17,10164,t,lid://infor.ln.ln_ba,,1801
32108,13,10165,t,lid://infor.ln.ln_ba,,4064
32108,17,10166,t,lid://infor.ln.ln_ba,,1267
32108,17,10167,t,lid://infor.ln.ln_ba,,1224
32108,17,10168,t,lid://infor.ln.ln_ba,,2039
32108,17,10169,t,lid://infor.ln.ln_ba,,1597
30997,52,10768,f,lid://infor.ln.ln_ba,,3128
30997,53,10769,f,lid://infor.ln.ln_ba,,3128
30997,54,10770,f,lid://infor.ln.ln_ba,,3128
30997,55,10771,f,lid://infor.ln.ln_ba,,3128
30997,56,10772,f,lid://infor.ln.ln_ba,,3128
30997,57,10773,f,lid://infor.ln.ln_ba,,3128
30997,17,10774,t,lid://infor.ln.ln_ba,,1218
7589,111,1171,f,lid://infor.ln.ln_sd1,,10469
31882,37,9086,f,lid://infor.ln.ln_ba,,3128
1845,109,11263,t,lid://infor.ln.ln_sd1,,17831
1885,109,11295,t,lid://infor.ln.ln_sd1,,18037
31882,38,9087,f,lid://infor.ln.ln_ba,,3128
31882,39,9088,f,lid://infor.ln.ln_ba,,3128
1895,109,11298,t,lid://infor.ln.ln_sd1,,17937
1895,109,11299,t,lid://infor.ln.ln_sd1,,17727
31882,40,9089,f,lid://infor.ln.ln_ba,,3128
1888,109,11304,t,lid://infor.ln.ln_sd1,,17887
31882,41,9090,f,lid://infor.ln.ln_ba,,3128
31882,42,9091,f,lid://infor.ln.ln_ba,,3128
31882,43,9092,f,lid://infor.ln.ln_ba,,3128
31882,44,9093,f,lid://infor.ln.ln_ba,,3128
31882,45,9094,f,lid://infor.ln.ln_ba,,3128
31882,46,9095,f,lid://infor.ln.ln_ba,,3128
31882,47,9096,f,lid://infor.ln.ln_ba,,3128
31882,48,9097,f,lid://infor.ln.ln_ba,,3128
31882,49,9098,f,lid://infor.ln.ln_ba,,3128
31882,50,9099,f,lid://infor.ln.ln_ba,,3128
31882,51,9100,f,lid://infor.ln.ln_ba,,3128
31882,52,9101,f,lid://infor.ln.ln_ba,,3128
31882,53,9102,f,lid://infor.ln.ln_ba,,3128
31882,54,9103,f,lid://infor.ln.ln_ba,,3128
31882,55,9104,f,lid://infor.ln.ln_ba,,3128
31882,56,9105,f,lid://infor.ln.ln_ba,,3128
31882,57,9106,f,lid://infor.ln.ln_ba,,3128
31882,64,9107,f,lid://infor.ln.ln_ba,,4441
31882,66,9108,f,lid://infor.ln.ln_ba,,4441
31882,68,9109,f,lid://infor.ln.ln_ba,,4441
31882,70,9110,f,lid://infor.ln.ln_ba,,4441
31882,32,8834,f,lid://infor.ln.ln_ba,,5100
31882,68,8878,f,lid://infor.ln.ln_ba,,1899
31882,70,8879,f,lid://infor.ln.ln_ba,,1899
31882,72,8880,f,lid://infor.ln.ln_ba,,1899
31882,19,8881,f,lid://infor.ln.ln_ba,,1899
31882,20,8882,f,lid://infor.ln.ln_ba,,1899
31882,21,8883,f,lid://infor.ln.ln_ba,,1899
31882,22,8884,f,lid://infor.ln.ln_ba,,1899
31882,27,8902,f,lid://infor.ln.ln_ba,,1899
31882,28,8903,f,lid://infor.ln.ln_ba,,1899
31882,81,8916,f,lid://infor.ln.ln_ba,,1899
31882,83,8917,f,lid://infor.ln.ln_ba,,1899
31882,85,8918,f,lid://infor.ln.ln_ba,,1899
31882,46,9017,f,lid://infor.ln.ln_ba,,1768
31882,47,9018,f,lid://infor.ln.ln_ba,,1768
31882,48,9019,f,lid://infor.ln.ln_ba,,1768
31882,49,9020,f,lid://infor.ln.ln_ba,,1768
31882,50,9021,f,lid://infor.ln.ln_ba,,1768
31882,51,9022,f,lid://infor.ln.ln_ba,,1768
31882,52,9023,f,lid://infor.ln.ln_ba,,1768
31882,53,9024,f,lid://infor.ln.ln_ba,,1768
31882,54,9025,f,lid://infor.ln.ln_ba,,1768
31882,55,9026,f,lid://infor.ln.ln_ba,,1768
31882,56,9027,f,lid://infor.ln.ln_ba,,1768
31882,57,9028,f,lid://infor.ln.ln_ba,,1768
31882,13,9029,f,lid://infor.ln.ln_ba,,2076
31882,19,9030,f,lid://infor.ln.ln_ba,,2076
31882,13,9031,f,lid://infor.ln.ln_ba,,3128
31882,14,9032,f,lid://infor.ln.ln_ba,,3128
31882,16,9033,f,lid://infor.ln.ln_ba,,3128
31882,15,9034,f,lid://infor.ln.ln_ba,,3128
31882,18,9035,f,lid://infor.ln.ln_ba,,3128
31882,58,9036,f,lid://infor.ln.ln_ba,,3128
31882,59,9037,f,lid://infor.ln.ln_ba,,3128
31882,60,9038,f,lid://infor.ln.ln_ba,,3128
31882,62,9039,f,lid://infor.ln.ln_ba,,3128
31882,64,9040,f,lid://infor.ln.ln_ba,,3128
31882,66,9041,f,lid://infor.ln.ln_ba,,3128
31882,68,9042,f,lid://infor.ln.ln_ba,,3128
31882,13,9043,f,lid://infor.ln.ln_ba,,4441
31882,59,9044,f,lid://infor.ln.ln_ba,,4441
31882,60,9045,f,lid://infor.ln.ln_ba,,4441
31882,70,9046,f,lid://infor.ln.ln_ba,,3128
31882,72,9047,f,lid://infor.ln.ln_ba,,3128
31882,19,9048,f,lid://infor.ln.ln_ba,,3128
31882,20,9049,f,lid://infor.ln.ln_ba,,3128
31882,21,9050,f,lid://infor.ln.ln_ba,,3128
31882,30,9059,f,lid://infor.ln.ln_ba,,3128
31882,31,9060,f,lid://infor.ln.ln_ba,,3128
31882,17,9061,f,lid://infor.ln.ln_ba,,3128
31882,79,9069,f,lid://infor.ln.ln_ba,,3128
31882,81,9070,f,lid://infor.ln.ln_ba,,3128
31882,62,9071,f,lid://infor.ln.ln_ba,,4441
31882,83,9072,f,lid://infor.ln.ln_ba,,3128
31882,85,9073,f,lid://infor.ln.ln_ba,,3128
31882,87,9074,f,lid://infor.ln.ln_ba,,3128
31882,89,9075,f,lid://infor.ln.ln_ba,,3128
31882,91,9076,f,lid://infor.ln.ln_ba,,3128
31882,93,9077,f,lid://infor.ln.ln_ba,,3128
31882,95,9078,f,lid://infor.ln.ln_ba,,3128
31882,97,9079,f,lid://infor.ln.ln_ba,,3128
31882,99,9080,f,lid://infor.ln.ln_ba,,3128
31882,107,9081,f,lid://infor.ln.ln_ba,,3128
31882,72,8674,f,lid://infor.ln.ln_ba,,1639
1856,109,11267,t,lid://infor.ln.ln_sd1,,17727
31882,19,8675,f,lid://infor.ln.ln_ba,,1639
1911,109,11297,t,lid://infor.ln.ln_sd1,,18055
31882,20,8676,f,lid://infor.ln.ln_ba,,1639
31882,13,8769,f,lid://infor.ln.ln_ba,,5100
31882,37,8770,f,lid://infor.ln.ln_ba,,4041
31882,74,8771,f,lid://infor.ln.ln_ba,,2309
31882,75,8772,f,lid://infor.ln.ln_ba,,2309
31882,77,8773,f,lid://infor.ln.ln_ba,,2309
31882,79,8774,f,lid://infor.ln.ln_ba,,2309
31882,81,8775,f,lid://infor.ln.ln_ba,,2309
31882,83,8776,f,lid://infor.ln.ln_ba,,2309
31882,85,8777,f,lid://infor.ln.ln_ba,,2309
31882,87,8778,f,lid://infor.ln.ln_ba,,2309
31882,89,8779,f,lid://infor.ln.ln_ba,,2309
31882,91,8780,f,lid://infor.ln.ln_ba,,2309
31882,21,8677,f,lid://infor.ln.ln_ba,,1639
31882,58,8696,f,lid://infor.ln.ln_ba,,4041
31882,59,8697,f,lid://infor.ln.ln_ba,,4041
31882,60,8698,f,lid://infor.ln.ln_ba,,4041
31882,62,8699,f,lid://infor.ln.ln_ba,,4041
31882,64,8700,f,lid://infor.ln.ln_ba,,4041
31882,66,8701,f,lid://infor.ln.ln_ba,,4041
31882,93,8781,f,lid://infor.ln.ln_ba,,2309
31882,95,8782,f,lid://infor.ln.ln_ba,,2309
31882,97,8783,f,lid://infor.ln.ln_ba,,2309
31882,99,8784,f,lid://infor.ln.ln_ba,,2309
31882,101,8785,f,lid://infor.ln.ln_ba,,2309
31882,68,8702,f,lid://infor.ln.ln_ba,,4041
31882,70,8703,f,lid://infor.ln.ln_ba,,4041
31882,72,8704,f,lid://infor.ln.ln_ba,,4041
31882,19,8705,f,lid://infor.ln.ln_ba,,4041
31882,20,8706,f,lid://infor.ln.ln_ba,,4041
31882,21,8707,f,lid://infor.ln.ln_ba,,4041
31882,22,8708,f,lid://infor.ln.ln_ba,,4041
31882,103,8786,f,lid://infor.ln.ln_ba,,2309
31882,105,8787,f,lid://infor.ln.ln_ba,,2309
31882,38,8788,f,lid://infor.ln.ln_ba,,4041
31882,39,8789,f,lid://infor.ln.ln_ba,,4041
31882,40,8790,f,lid://infor.ln.ln_ba,,4041
31882,41,8791,f,lid://infor.ln.ln_ba,,4041
31882,42,8792,f,lid://infor.ln.ln_ba,,4041
31882,23,8709,f,lid://infor.ln.ln_ba,,4041
31882,24,8710,f,lid://infor.ln.ln_ba,,4041
31882,25,8711,f,lid://infor.ln.ln_ba,,4041
31882,26,8712,f,lid://infor.ln.ln_ba,,4041
32744,119,10612,f,lid://infor.m3.m3_sd1,,
32744,118,10613,f,lid://infor.m3.m3_sd1,,
32744,120,10614,f,lid://infor.m3.m3_sd1,,
32744,119,10605,f,lid://infor.m3.m3_sd1,,
32744,118,10606,f,lid://infor.m3.m3_sd1,,
32744,120,10607,f,lid://infor.m3.m3_sd1,,
1862,109,11269,t,lid://infor.ln.ln_sd1,,17727
1862,109,11270,t,lid://infor.ln.ln_sd1,,17937
1862,109,11271,f,lid://infor.ln.ln_sd1,,37947
1862,110,11272,f,lid://infor.ln.ln_sd1,,37947
1841,109,11273,t,lid://infor.ln.ln_sd1,,17727
1841,109,11274,t,lid://infor.ln.ln_sd1,,17937
1827,109,11277,t,lid://infor.ln.ln_sd1,,17937
1827,109,11278,t,lid://infor.ln.ln_sd1,,17727
1879,109,11300,t,lid://infor.ln.ln_sd1,,18043
1875,109,11306,t,lid://infor.ln.ln_sd1,,18121
31882,95,9141,f,lid://infor.ln.ln_ba,,4441
2189,109,11281,t,lid://infor.ln.ln_sd1,,17992
1837,109,11285,t,lid://infor.ln.ln_sd1,,17743
1837,109,11286,t,lid://infor.ln.ln_sd1,,17893
31882,97,9142,f,lid://infor.ln.ln_ba,,4441
31882,99,9143,f,lid://infor.ln.ln_ba,,4441
1864,109,11288,t,lid://infor.ln.ln_sd1,,17855
1864,109,11289,t,lid://infor.ln.ln_sd1,,17727
31609,109,10365,f,lid://infor.ln.ln_sd1,,18145
1850,109,11287,t,lid://infor.ln.ln_sd1,,17783
1867,109,11290,t,lid://infor.ln.ln_sd1,,17887
2187,109,11291,t,lid://infor.ln.ln_sd1,,17992
1987,109,11436,t,lid://infor.ln.ln_sd1,,17622
1987,109,11437,t,lid://infor.ln.ln_sd1,,17631
1987,109,11438,t,lid://infor.ln.ln_sd1,,17297
1987,109,11439,t,lid://infor.ln.ln_sd1,,17313
31882,33,8835,f,lid://infor.ln.ln_ba,,5100
31882,34,8836,f,lid://infor.ln.ln_ba,,5100
31882,35,8837,f,lid://infor.ln.ln_ba,,5100
31882,36,8838,f,lid://infor.ln.ln_ba,,5100
31882,37,8839,f,lid://infor.ln.ln_ba,,5100
31882,38,8840,f,lid://infor.ln.ln_ba,,5100
31882,39,8841,f,lid://infor.ln.ln_ba,,5100
31882,40,8842,f,lid://infor.ln.ln_ba,,5100
31882,41,8843,f,lid://infor.ln.ln_ba,,5100
31882,42,8844,f,lid://infor.ln.ln_ba,,5100
31882,43,8845,f,lid://infor.ln.ln_ba,,5100
31882,44,8846,f,lid://infor.ln.ln_ba,,5100
31882,45,8847,f,lid://infor.ln.ln_ba,,5100
31882,46,8848,f,lid://infor.ln.ln_ba,,5100
31882,47,8849,f,lid://infor.ln.ln_ba,,5100
31882,48,8850,f,lid://infor.ln.ln_ba,,5100
31882,49,8851,f,lid://infor.ln.ln_ba,,5100
31882,50,8852,f,lid://infor.ln.ln_ba,,5100
32031,137,10151,f,infor.ln.ln_sd_t1,,37412
32031,137,10152,f,infor.ln.ln_sd_t1,,37468
32031,137,10153,f,infor.ln.ln_sd_t1,,37356
31882,72,9111,f,lid://infor.ln.ln_ba,,4441
31882,19,9112,f,lid://infor.ln.ln_ba,,4441
31882,20,9113,f,lid://infor.ln.ln_ba,,4441
31882,21,9114,f,lid://infor.ln.ln_ba,,4441
31882,22,9115,f,lid://infor.ln.ln_ba,,4441
31882,23,9116,f,lid://infor.ln.ln_ba,,4441
31882,24,9117,f,lid://infor.ln.ln_ba,,4441
31882,25,9118,f,lid://infor.ln.ln_ba,,4441
31882,26,9119,f,lid://infor.ln.ln_ba,,4441
31882,27,9120,f,lid://infor.ln.ln_ba,,4441
31882,28,9121,f,lid://infor.ln.ln_ba,,4441
31882,15,8870,f,lid://infor.ln.ln_ba,,1899
31882,18,8871,f,lid://infor.ln.ln_ba,,1899
31882,58,8872,f,lid://infor.ln.ln_ba,,1899
812,110,1133,f,lid://infor.ln.ln_sd1,,10460
812,112,1134,f,lid://infor.ln.ln_sd1,,10460
812,109,1135,f,lid://infor.ln.ln_sd1,,10461
31882,59,8873,f,lid://infor.ln.ln_ba,,1899
31882,60,8874,f,lid://infor.ln.ln_ba,,1899
31882,62,8875,f,lid://infor.ln.ln_ba,,1899
31882,64,8876,f,lid://infor.ln.ln_ba,,1899
31882,66,8877,f,lid://infor.ln.ln_ba,,1899
1877,109,11296,t,lid://infor.ln.ln_sd1,,18049
1939,123,11326,t,lid://infor.ln.ln_sd2,,18415
31882,23,8885,f,lid://infor.ln.ln_ba,,1899
31882,87,8886,f,lid://infor.ln.ln_ba,,1639
1963,109,11341,t,lid://infor.ln.ln_sd1,,17727
1963,109,11342,t,lid://infor.ln.ln_sd1,,17937
31882,89,8887,f,lid://infor.ln.ln_ba,,1639
31882,91,8888,f,lid://infor.ln.ln_ba,,1639
31882,93,8889,f,lid://infor.ln.ln_ba,,1639
31882,95,8890,f,lid://infor.ln.ln_ba,,1639
31882,97,8891,f,lid://infor.ln.ln_ba,,1639
31882,99,8892,f,lid://infor.ln.ln_ba,,1639
31882,107,8893,f,lid://infor.ln.ln_ba,,1639
31882,101,8894,f,lid://infor.ln.ln_ba,,1639
31882,103,8895,f,lid://infor.ln.ln_ba,,1639
31882,105,8896,f,lid://infor.ln.ln_ba,,1639
31882,36,8897,f,lid://infor.ln.ln_ba,,1639
31882,37,8898,f,lid://infor.ln.ln_ba,,1639
31882,24,8899,f,lid://infor.ln.ln_ba,,1899
31882,25,8900,f,lid://infor.ln.ln_ba,,1899
31882,26,8901,f,lid://infor.ln.ln_ba,,1899
834,111,1167,f,lid://infor.ln.ln_sd1,,10469
31882,101,9082,f,lid://infor.ln.ln_ba,,3128
31882,103,9083,f,lid://infor.ln.ln_ba,,3128
31882,105,9084,f,lid://infor.ln.ln_ba,,3128
31882,36,9085,f,lid://infor.ln.ln_ba,,3128
31882,29,9122,f,lid://infor.ln.ln_ba,,4441
31882,30,9123,f,lid://infor.ln.ln_ba,,4441
31882,31,9124,f,lid://infor.ln.ln_ba,,4441
31882,17,9125,f,lid://infor.ln.ln_ba,,4441
31882,32,9126,f,lid://infor.ln.ln_ba,,4441
31882,81,9134,f,lid://infor.ln.ln_ba,,4441
820,112,1161,f,lid://infor.ln.ln_sd1,,10458
820,109,1162,f,lid://infor.ln.ln_sd1,,10458
820,111,1163,f,lid://infor.ln.ln_sd1,,10469
31882,33,9127,f,lid://infor.ln.ln_ba,,4441
31882,34,9128,f,lid://infor.ln.ln_ba,,4441
31882,45,9169,f,lid://infor.ln.ln_ba,,4441
31882,77,8862,f,lid://infor.ln.ln_ba,,1639
31882,79,8863,f,lid://infor.ln.ln_ba,,1639
31882,81,8864,f,lid://infor.ln.ln_ba,,1639
31882,83,8865,f,lid://infor.ln.ln_ba,,1639
31882,85,8866,f,lid://infor.ln.ln_ba,,1639
31882,13,8867,f,lid://infor.ln.ln_ba,,1899
31882,14,8868,f,lid://infor.ln.ln_ba,,1899
31882,16,8869,f,lid://infor.ln.ln_ba,,1899
31882,22,9051,f,lid://infor.ln.ln_ba,,3128
31882,23,9052,f,lid://infor.ln.ln_ba,,3128
810,109,1126,f,lid://infor.ln.ln_sd1,,10473
810,110,1127,f,lid://infor.ln.ln_sd1,,10473
810,112,1128,f,lid://infor.ln.ln_sd1,,10473
832,110,1149,f,lid://infor.ln.ln_sd1,,10458
832,112,1150,f,lid://infor.ln.ln_sd1,,10458
832,109,1151,f,lid://infor.ln.ln_sd1,,10458
832,111,1152,f,lid://infor.ln.ln_sd1,,10469
31882,24,9053,f,lid://infor.ln.ln_ba,,3128
31882,25,9054,f,lid://infor.ln.ln_ba,,3128
31882,26,9055,f,lid://infor.ln.ln_ba,,3128
31882,27,9056,f,lid://infor.ln.ln_ba,,3128
31882,28,9057,f,lid://infor.ln.ln_ba,,3128
31882,29,9058,f,lid://infor.ln.ln_ba,,3128
1945,123,11503,t,lid://infor.ln.ln_sd2,,18385
1946,109,11504,t,lid://infor.ln.ln_sd1,,17799
32029,123,10044,f,lid://infor.ln.ln_sd2,,18311
32029,123,10045,f,lid://infor.ln.ln_sd2,,18317
32029,123,10046,f,lid://infor.ln.ln_sd2,,18329
32029,123,10047,f,lid://infor.ln.ln_sd2,,18375
32029,123,10048,f,lid://infor.ln.ln_sd2,,18378
32029,123,10049,f,lid://infor.ln.ln_sd2,,18385
32029,123,10050,f,lid://infor.ln.ln_sd2,,18413
